date_availability_nk,country_name,sku,riro,runin,runout,as400_sku_description,sku_name,website_url,product_size,brand_name,supplier_number,supplier_name,category_fpna_l1_name,category_fpna_l2_name,category_fpna_l3_name,category_fpna_l4_name,,dc_fd,dc_d,listed_online,listed_online_ex_fdd,abcde_ranking,npd,npd_launch_date,has_distribution_code,min_date_trading,zones,min_zoning_date,rsp_retail,rsp_digital,unit_cost_retail,unit_cost_digital,isa_percent,da_percent,rwa_percent,retail_dc_soh,retail_dc_stock_val,digital_dc_soh,digital_dc_stock_val,stores_zoned,stores_available,stores_stocked,stores_soh,stores_stock_val,volume_digital,volume_retail,sales_amount_digital,sales_amount_retail,sales_units_1w_digital,sales_units_1w_retail,sales_units_4w_digital,sales_units_4w_retail,sales_units_16w_digital,sales_units_16w_retail,sales_units_26w_digital,sales_units_26w_retail,sales_units_52w_digital,sales_units_52w_retail,sales_1w_digital,sales_1w_retail,sales_4w_digital,sales_4w_retail,sales_16w_digital,sales_16w_retail,sales_26w_digital,sales_26w_retail,sales_52w_digital,sales_52w_retail,margin_digital,margin_retail,margin_rate_digital,margin_rate_retail,margin_4w_digital,margin_4w_retail,margin_16w_digital,margin_16w_retail,margin_26w_digital,margin_26w_retail,margin_52w_digital,margin_52w_retail
2/8/2023,United Kingdom,86234,,,,*CRUSHED CHILLIES 50G 50G,Neal's Yard Wholefoods Crushed Chillies 50g,https://AAA/shop/product/neal-s-yard-wholefoods-crushed-chillies-60086234?skuid=086234,50G,Neals Yard Wholefoods,8218,H&B Internal Packaging,Food,Food Cupboard,Condiments & Seasonings,Condiments & Seasonings,BAKING & FOOD CUPBOARD,1,0,0,0,D,0,12+ months ago,1,1/10/2017,,,0.18,0.18,0.21,0.21,,,,2,0.42,,,0,0,44,75,15.75,,7,,1.04,,7,10,117,152,341,385,547,1066,2863,,16.66,8.61,83.51,179.56,218.6,435.57,414.08,1133.62,3356.428,,-0.43,,-0.413461538,6.51,59.84,147.64,150.99,354.72,305.48,911.31,2801.018
2/8/2023,United Kingdom,24189,,,,VITA LYC-O-MATO 15MG 30,Vita Healthcare Lyc-o-mato 30 Capsules 15mg,https://AAA/shop/product/vita-healthcare-lyc-o-mato-capsules-15mg-60024189?skuid=024189,30,Vita Healthcare,22046,VITA HEALTHCARE uk ltd,VHMS,"Heart, Vision & Brain Health",Heart,Heart Support,"HEART, VISION & BRAIN",1,1,0,0,E,0,12+ months ago,1,1/10/2017,,,6,13.59,,,,,,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/8/2023,United Kingdom,18369,,,,ULTRASUN FACE MINERAL SPF50 40ML,Ultrasun Face Mineral Sunscreen SPF50 40ml,https://AAA/shop/product/ultrasun-face-mineral-sunscreen-spf50-60018369?skuid=018369,40ML,Ultrasun,23211,ULTRASUN UK,Beauty,Toiletries,Toiletries-Sun Care,Sun Cream,SUN CARE & TRAVEL,1,1,0,0,E,0,12+ months ago,1,21/04/2018,,,26,26,9.49,9.49,,,,0,0,,,0,0,31,72,683.28,,,,,,,,4,1,91,18,126,54,206,,63.167,,84.834,21.6666,1192.695,332.2077,1856.3905,967.9064,3437.3219,,,,,,46.874,12.1766,329.095,161.3877,660.6405,455.4464,1482.3719
2/8/2023,United Kingdom,34530,,,,PROMENSIL ORIGINAL 60S 60,Promensil Menopause Original Formula 60 Tablets,https://AAA/shop/product/promensil-menopause-original-formula-tablets-60034530?skuid=034530,60,Promensil,16315,Pharmacare Europe LTD,VHMS,Menopause & Hormone Support,Menopause & Hormone Support,Menopause,INTERNET ONLY,1,0,0,0,D,0,12+ months ago,1,17/07/2019,,,13.5,13.5,12.02,13.02,,,,4,48.08,,,0,0,11,120,1562.4,,2,,15,,2,,10,29,17,169,29,1001,52,,42.733,,85.616,629.8497,218.998,3646.1803,500.1649,16578.4165,930.1155,,-9.04,,-0.602666667,,-24.168,282.4297,30.274,1586.2003,166.9009,4867.2965,320.9915
2/8/2023,United Kingdom,80143,,,,*H&B GLUTEN FREE MUESLI 1KG,Neals Yard Wholefoods Gluten Free Muesli 1kg,https://AAA/shop/product/neal-s-yard-wholefoods-gluten-free-muesli-60080143?skuid=080143,1KG,Neals Yard Wholefoods,1109,ALARA WHOLEFOODS,Food,Breakfast & Spreads,Cereals,Muesli,"SUPERFOODS, SEEDS & CEREALS",1,1,0,0,E,0,12+ months ago,1,1/10/2017,,,1.5,1.5,2.491333333,,,,,0,0,,,0,0,1,1,2.6,,,,,,,,,,,,,,15,,,,,,,,,,27.6,,,,,,,,,,,,-9.77
2/8/2023,United Kingdom,47219,,,,P&N DARKCHOC ALMBUTCUPS 34G,Pip & Nut Dark Chocolate Almond Butter Cups 34g,https://AAA/shop/product/pip-nut-dark-chocolate-almond-butter-cups-60047219?skuid=047219,34G,Pip & Nut,16540,PIP & NUT LTD,Food,Healthier Snacking,Confectionery,Chocolate,Healthy Snacking,0,0,1,1,B,0,12+ months ago,1,18/02/2021,"1, 2, 3, 4, 20, 21, 22",18/08/2021,1.79,1.79,0.84,0.84,0.989473684,1,1,5010,4208.4,158,132.72,285,282,598,8635,7253.4,7,149,8.5249,189.355,7,149,149,3679,1122,17490,1981,28590,2951,49301,77.9495,1297.148,193.5482,4828.028,1212.8872,20505.652,2072.2678,32911.534,3107.4455,55743.2556,2.6449,64.195,0.310255839,0.339019302,68.5082,1737.668,402.7272,7317.322,682.3966,12077.4276,1002.5859,19128.2336
2/8/2023,United Kingdom,2148,,,,REAL HEALTH MENS MULTI W/FOOD 30CAPS,Real Health Wholefood Men's Multi 30 Capsules,https://AAA/shop/product/real-health-wholefood-men-s-multi-capsules-60002148?skuid=002148,30CAPS,Real Health,16315,Pharmacare Europe LTD,VHMS,Superfoods & Antioxidants,Superfoods & Antioxidants,Superfoods & Antioxidants,HEALTH & WELLBEING,1,1,0,0,E,0,12+ months ago,1,1/10/2017,,,15.99,15.99,4.95,,,,,0,0,,,0,0,0,0,,,,,,,,,1,,1,,1,,1,,,,13.325,,13.325,,13.325,,13.325,,,,,,8.375,,8.375,,8.375,,8.375
2/8/2023,United Kingdom,12112,,,,BM MINERAL FOUNDATION WALNUT SINGLE,Beautiful Me Mineral Foundation Walnut Whisper,https://AAA/shop/product/beautiful-me-mineral-foundation-walnut-whisper-60012112?skuid=012112,SINGLE,Beautiful Me,11023,KENT COSMETICS LTD,Beauty,Cosmetics,Cosmetics,Face,BEAUTIFUL MOVEMENTS,,,0,0,E,0,12+ months ago,0,2/10/2017,,,1,5,4.67,,,,,11,51.37,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,2.5,,,,,,,,,,,,-16.18
2/8/2023,United Kingdom,51736,,,,WHITE CHOC BEAUTY BITES 7 BOX SINGLE,Krumbled Foods Beauty Bites White Chocolate Raspberry Flavour 7 x 32g,https://AAA/shop/product/krumbled-foods-beauty-bites-white-chocolate-raspberry-flavour-60051744?skuid=051736,SINGLE,Krumbled Foods,11156,KRUMBLED FOODS PTY LTD,VHMS,Skin Hair & Nails,Collagen,Collagen,"SKIN, HAIR & NAILS",1,1,0,0,E,0,12+ months ago,1,23/06/2021,,,7.5,7.5,7.302272727,,,,,0,0,,,0,0,7,25,182.5,,,,,,,,,,,,,,88,,,,,,,,,,173.987,,,,,,,,,,,,-468.613
2/8/2023,United Kingdom,61451,,,,H&B EXPERT COLLAGENNIGHT CHO 390G,AAA Expert Beauty Sleep Collagen Chocolate 306g,https://AAA/shop/product/AAA-expert-beauty-sleep-collagen-chocolate-flavour-powder-60061451?skuid=061451,390G,H&B Expert,7151,H&B INTERNAL PACKAGING,VHMS,Skin Hair & Nails,Collagen,Collagen,"SKIN, HAIR & NAILS",0,0,1,1,C,1,6-11 months ago,1,4/8/2022,"1, 2, 3, 4, 20, 21, 22, 40, 42, 95",14/07/2022,34.99,34.99,1.57,1.57,1,1,0,4,6.28,17,26.69,713,713,716,5868,9212.76,3,6,59.3999,139.95,3,6,11,200,73,789,130,1367,455,2714,95.6082,1263.735,208.0913,4586.3136,1314.0647,17866.8926,2424.6715,30940.7936,8307.2871,60243.2832,54.6899,130.53,0.920706937,0.932690247,190.8413,4251.6436,1199.9447,16582.8826,2221.4315,28749.2936,7596.6971,55937.0332
2/8/2023,United Kingdom,63514,,,,GREENY ORG KORINTHIAN RA 250G 250G,Greeny Organic Korinthian Raisins 250g,https://AAA/shop/product/greeny-organic-korinthian-raisins-60063514?skuid=063514,250G,Greeny,3570,C. MCGEE & SONS LTD.,Food,"Fruits, Nuts & Seeds",Fruit,"Raisins, Sultanas, Currants",DRIED FRUIT & NUTS,1,1,0,0,E,1,6-11 months ago,1,12/11/2022,,,3.25,3.25,2.22,,,,,0,0,,,0,0,15,69,153.18,,4,,1.28,,4,,513,,857,,867,,880,,18.49,,370.455,,957.67,,988.14,,1028.21,,-7.6,,-5.9375,,-766.205,,-942.67,,-932.37,,-917.39
2/8/2023,United Kingdom,99875,,,,STACK CARD HOLDERS 24,,,24,,21025,UNITED POP,Misc,Misc,Dumping / Gift Vouchers,Dumping / Gift Vouchers,DIRECT PRODUCTS,0,0,0,0,E,,0-5 months ago,1,,,,0.01,0.01,,,,,,0,0,,,0,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/8/2023,United Kingdom,50657,,,,*ITS PURE HAIR COLOUR NAT BRO 110G,It's Pure Organic Herbal Hair Colour Natural Brown 110g,https://AAA/shop/product/it-s-pure-organic-herbal-hair-colour-natural-brown-60050657?skuid=050657,110G,It's Pure,5175,ESSENTIAL CARE (ORGANICS),Beauty,Haircare,Hair Colour,Semi Permanent Colour,INTERNET ONLY,0,0,1,1,D,0,12+ months ago,0,27/04/2021,,,12,12,4.98,4.98,,1,,37,184.26,68,338.64,0,0,24,27,134.46,2,1,20,10,2,1,184,17,621,54,1126,94,2130,145,499.3415,90.842,1642.0827,139.842,5471.8464,471.783,9989.1847,881.157,18521.425,1327.239,10.04,5.02,0.502,0.502,725.7627,55.182,2379.2664,202.863,4381.7047,413.037,8151.325,615.899
2/8/2023,United Kingdom,14449,,,,GOLD STANDARD 100% WHEY CHOC SINGLE,,,SINGLE,,15064,GLANBIA NUTRITIONALS LTD,Food,Protein Powders,Protein Powders,Standard Protein,CLEARANCE,1,1,0,0,E,0,12+ months ago,1,1/10/2017,,,1,1.99,0.66,,,,,0,0,,,0,0,0,0,,,,,,,,,,,,,1,,1,,,,,,,,0.642,,0.642,,,,,,,,,,-0.018,,-0.018
2/8/2023,United Kingdom,83761,,,,YOGI TEA WOMENS ENERGY TEA 15 BAGS,Yogi Tea Organic Womenâ€™s Energy 17 Tea Bags,https://AAA/shop/product/yogi-tea-organic-womens-energy-60083761?skuid=083761,15 BAGS,Yogi Tea,5129,Euro Food Brands Ltd,Food,"Teas, Hot Beverages & Milks",Teas,Fruit Tea,"TEAS, HOT DRINKS & MILKS",0,0,1,1,B,0,12+ months ago,1,1/10/2017,"1, 2, 3, 4, 5, 6, 7, 8, 9, 20, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 42, 43, 44, 45, 46, 47",20/07/2021,3.2,3.2,1.25,1.26,0.910569106,1,0,0,0,97,121.25,615,560,647,6058,7633.08,4,31,11.84,94.7,4,31,266,1947,1009,6834,1467,10121,3048,22702,216.61,1197.126,640.43,4888.604,2311.53,17710.077,3520.21,27649.669,6651.79,57113.8213,6.8,55.95,0.574324324,0.590813094,391.075,3079.154,1313.0625,10834.397,2025.8825,16747.639,3602.5683,33711.5033
2/8/2023,United Kingdom,82111,,,,GINSAVENA*D SINGLE,,,SINGLE,,2129,BIOFORCE DIRECTS,Misc,Misc,Direct Products,Direct Products,SPARE,1,1,0,0,E,,0-5 months ago,1,,,,6.99,6.99,,,,,,0,0,,,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/8/2023,United Kingdom,41441,,,,*ITSU CRISPY SEAWEEDTHINS MU SINGLE,Itsu Crispy Seaweed Thins Multipack (5gx3),https://AAA/shop/product/itsu-crispy-seaweed-thins-multipack-60041441?skuid=041441,SINGLE,ITSU,22027,TREE OF LIFE UK LTD,Food,Healthier Snacking,Savoury Snacking,Savoury Snacking-Single serve,Healthy Snacking,1,1,0,0,E,0,12+ months ago,0,25/01/2020,,,2.19,2.19,1.25,1.25,,,,0,0,,,0,0,0,0,,,,,,,,,,,,,,334,27,,,,,,,,,581.1446,46.91,,,,,,,,,,,163.6446,13.16
2/8/2023,United Kingdom,43543,,,,LQ COLL SHN POWDER 300G,LQ Skin Hair Nails Collagen Passion Fruit Flavoured Powder 300g,https://AAA/shop/product/lq-skin-hair-nails-collagen-passion-fruit-flavoured-powder-60043543?skuid=043543,300G,LQ Liquid Health Supplements,15081,NUTRAFORMIS LIMITED,VHMS,Skin Hair & Nails,Collagen,Collagen,"SKIN, HAIR & NAILS",1,1,0,0,C,0,12+ months ago,1,17/04/2020,,,34.99,34.99,12.83444444,12.39,,,,0,0,,,0,0,25,46,569.94,,,,,,,,9,,226,,497,15,2263,,14.283,,105.714,,2897.987,,7611.689,336.6661,45051.6483,,,,,,-9.796,,67.637,,1424.589,150.8161,16990.3583
2/8/2023,United Kingdom,15667,,,,BIOSOLIS SUN MILK SPF 30 100ML,Sun Milk SPF30,https://AAA/shop/product/sun-milk-spf30-60015667?skuid=015667,100ML,Biosolis,18089,PRO VERA S.A.,Beauty,Toiletries,Toiletries-Sun Care,Sun Cream,SUN CARE & TRAVEL,1,1,0,0,E,0,12+ months ago,1,18/06/2021,,,10,10,4.71,,,,,0,0,,,0,0,1,2,12.56,,,,,,,,,,4,,5,,81,,,,,,35.317,,38.642,,1164.443,,,,,,,,10.197,,7.242,,656.613
2/8/2023,United Kingdom,48089,,,,"*JOE & SEPHS ORANGE,PECAN & 27G","Joe & Sephs Popcorn Bar with Orange, Pecan & Cinnamon 27g",https://AAA/shop/product/joe-sephs-popcorn-bar-with-orange-pecan-cinnamon-60048089?skuid=048089,27G,Joe & Sephs,27035,JOE'S GOURMET FOODS LTD,Food,Healthier Snacking,Sweet Snacking,Sweet Snacking-Single serve,INTERNET ONLY,,,1,1,E,0,12+ months ago,0,2/3/2021,,,1.49,1.49,,0.56,,1,,,,100,56,,,,,,1,,1.2416,,1,,13,,21,,54,,128,,4.2249,,12.9914,,20.5162,,55.5993,,133.0897,,0.6816,,0.548969072,,5.7114,,8.7562,,25.3593,,61.4097,
2/8/2023,United Kingdom,51552,,,,H&B TRIPLE OMEGA 3-6-9 1000MG 120,AAA Pescatarian Triple Omega 3-6-9 120 Capsules,,120,AAA,7151,H&B INTERNAL PACKAGING,VHMS,Supplements,Supplements - Fish Oils,Supplements - Fish Oils,"HEART, VISION & BRAIN",0,0,1,1,C,1,0-5 months ago,1,3/2/2023,"1, 2, 3, 4, 5, 6, 7, 8, 20, 21, 22, 23, 24, 25, 26",5/4/2023,20.99,20.99,9.21,8.83,0.991525424,1,1,6593,60721.53,154,1418.34,354,351,460,2763,24397.29,6,46,82.6915,584.332,6,46,99,1401,327,6087,653,6131,653,6131,432.0576,4097.022,1180.1727,17715.3229,3713.8591,78636.62,7484.836,79203.405,7484.836,79203.405,29.7115,160.672,0.35930537,0.274966971,306.5727,4099.5329,828.6291,17160.28,1722.816,17274.745,1722.816,17274.745
2/8/2023,United Kingdom,33622,,,,SKINNY COFFEE CLUB EXPRSO 126G SINGLE,Skinny Coffee Club Expresso 126g,https://AAA/shop/product/skinny-coffee-club-expresso-60033622?skuid=033622,SINGLE,Skinny Coffee Club,19533,SKINNY COFFEE CLUB LTD,Food,"Teas, Hot Beverages & Milks",Teas,Teas-Other,"TEAS, HOT DRINKS & MILKS",1,1,0,0,E,0,12+ months ago,1,8/2/2019,,,9.99,9.99,9,,,,,0,0,,,0,0,1,4,36,,,,,,,,1,,1,,6,,271,,,,0.79,,0.79,,28.74,,1639.1,,,,,,-8.21,,-8.21,,-25.26,,-1039.08
2/8/2023,United Kingdom,51383,,,,TWININGS BIOBLENDS GOLDEN EN 18,Twinings Bioblends Golden English Breakfast Tea 18 Tea Bags,https://AAA/shop/product/twinings-bioblends-golden-english-breakfast-tea-60051383?skuid=051383,18,Twinings,2471,R. TWINING AND COMPANY,Food,"Teas, Hot Beverages & Milks",Teas,Teas-Other,"TEAS, HOT DRINKS & MILKS",1,1,0,0,D,0,12+ months ago,1,24/07/2021,,,1.99,1.99,2.07,2.07,,,,0,0,,,0,0,278,1620,3353.4,,38,,31.3,,38,,919,,4371,96,5627,483,8039,,251.22,,912.52,,5500.65,188.67,8222.4,996.58,14528.652,,-8.03,,-0.256549521,,-953.55,,-2010.46,66.17,-891.45,366.5,1941.5645
2/8/2023,United Kingdom,62890,,,,LOCAKO BROWNIEBITE CHOC ORAN 30G,Locako Keto Collagen Brownie Bite Chocolate Orange 30g,https://AAA/shop/product/locako-keto-collagen-brownie-bite-chocolate-orange-60062890?skuid=062890,30G,Locako,11105,KINETIC ENTERPRISES LTD,Food,Healthier Snacking,Sweet Snacking,Sweet Snacking-Single serve,COUNTER IMPULSE,0,0,1,1,C,1,6-11 months ago,1,4/10/2022,"1, 2, 3, 4, 5, 6, 21, 22, 23",6/10/2022,2,2,0.85,0.85,0.758713137,1,0,0,0,13,11.05,373,283,288,4464,3794.4,4,25,8,39.08,4,25,558,1117,1492,4897,2350,8424,3251,12734,131.31,370.52,738.98,1708.34,2183.59,8538,3473.36,14457.43,4821.29,21894.36,4.6,17.83,0.575,0.456243603,382.405,990.94,1107.065,4782.9125,1772.51,8141.5525,2457.7,12326.5125
2/8/2023,United Kingdom,36390,,,,GALLINEE HAND CREAM 50ML,GallinÃ©e Hand Cream 50ml,https://AAA/shop/product/gallinee-hand-cream-60036390?skuid=036390,50ML,Gallinee,7230,GALLINEE LTD,Beauty,Premium Beauty,Premium Beauty-Hand & Body,Premium Beauty-Hand Care,PREMIUM BEAUTY,0,0,1,1,E,0,12+ months ago,1,27/07/2019,"1, 20",9/7/2021,12,12,4.8,1.6,1,1,1,68,326.4,16,76.8,15,15,21,71,340.8,,,,,,,,4,6,34,21,41,58,59,,2.5,,6.625,43.9916,143.408,126.1248,196.341,390.541,352.049,,,,,,-7.775,19.9916,9.008,46.9248,33.141,161.341,108.449
2/8/2023,United Kingdom,63121,,,,45CBD MUSCLE RUB 45ML 45ML,fourfive CBD Muscle Rub 300mg 45ml,https://AAA/shop/product/fourfive-cbd-muscle-rub-balm-300mg-45ml-60063121?skuid=063121,45ML,fourfive,7972,FOUR FIVE HEALTH LTD,VHMS,CBD,Isolate,Topical - Isolate,CBD,0,0,1,1,C,1,0-5 months ago,1,17/02/2023,"1, 20, 95",1/3/2023,28,28,9.33,9.33,0.971246006,1,0,0,0,8,74.64,313,304,317,1312,12240.96,,,,,,,61,131,390,680,595,821,595,821,94.5,674.85,932.7575,2474.805,5329.9924,10589.9261,8498.2965,13247.6823,8498.2965,13247.6823,,,,,505.91,1558.1325,3100.8688,6706.5935,4839.9102,8442.3306,4839.9102,8442.3306
2/8/2023,United Kingdom,48302,,,,TISS GRAPESEED BLENDING OIL 100ML,Tisserand Grapeseed Ethically Harvested Blending Oil 100ml,https://AAA/shop/product/tisserand-grapeseed-ethically-harvested-blending-oil-60048302?skuid=048302,100ML,Tisserand,6175,FIRST NATURAL BRANDS LTD,Beauty,Aromatherapy,Oils,Base & Massage Oils,AROMATHERAPY,0,0,1,1,D,0,12+ months ago,1,15/05/2021,"1, 2",22/07/2021,5.5,5.5,1.5,1.5,1,1,1,574,861,62,93,275,275,307,1247,1870.5,6,7,22.1999,29.742,6,7,146,375,513,1469,834,2213,1407,3365,125.0325,344.972,473.8475,1357.1185,1656.3404,5414.068,2792.8254,8347.4453,4836.3295,12928.1086,13.1999,19.242,0.594592768,0.646963889,307.3475,932.6185,1036.4654,3652.513,1764.2004,5654.1953,3072.6995,8810.2036
2/8/2023,United Kingdom,72898,,,,N'TINT LIGHT ASH BLONDE 10A 150ML,Naturtint Permanent Hair Colour 10A (Light Ash Blonde),https://AAA/shop/product/naturtint-permanent-hair-colour-10a-light-ash-blonde-60072898?skuid=072898,150ML,Naturtint,14052,NATURES DREAM LTD,Beauty,Haircare,Hair Colour,Permanent Colour,HAIR CARE,0,0,1,1,C,0,12+ months ago,1,1/10/2017,"1, 2, 3, 4, 5, 20, 21, 22",4/6/2021,12.99,12.99,3.38,3.51,0.989266547,1,1,170,574.6,73,246.74,559,553,565,2184,7665.84,1,15,9.1916,140.641,1,15,111,495,525,1836,799,2879,1505,5207,138.3412,843.161,730.6141,3795.9648,3371.3991,14243.3615,5218.8345,22609.6415,9561.0965,40325.3644,5.6816,89.941,0.618129597,0.639507683,396.9831,2408.0768,1816.0548,9026.1877,2861.331,14405.8229,5223.791,26006.545
2/8/2023,United Kingdom,46967,,,,H&B EXP COMPLETE BONE SUPPORT 120CAPS,H&B Expert Multi Action Bone Support 120 Tablets,https://AAA/shop/product/h-b-expert-multi-action-bone-support-tablets-60046967?skuid=046967,120CAPS,AAA,7151,H&B INTERNAL PACKAGING,VHMS,"Joint, Bone & Muscle Care",Prevention & Maintainance,Calcium,"JOINT, BONE & MUSCLE CARE",0,0,1,1,C,0,12+ months ago,1,22/08/2021,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 20, 21, 22, 23, 24, 25, 26, 27, 28, 40, 44, 45, 95",31/12/2021,31.99,31.99,3.69,3.9,1,1,1,923,3405.87,66,243.54,365,365,716,6730,26247,7,26,81.7165,441.37,7,26,108,528,600,2700,777,3687,1260,6534,506.841,2656.941,1895.1481,9862.234,8701.1962,42854.3046,11568.7182,62012.7159,19369.6247,116597.8735,54.4165,345.43,0.665918144,0.782631352,1473.9481,7903.644,6405.2662,32828.4546,8620.9282,48395.7759,14644.3947,92683.6035
2/8/2023,United Kingdom,72908,,,,170MLT COPPER BLONDE8C 150ML,Naturtint Permanent Hair Colour 8C (Copper Blonde),https://AAA/shop/product/naturtint-permanent-hair-colour-8c-copper-blonde-60072908?skuid=072908,150ML,Naturtint,14052,NATURES DREAM LTD,Beauty,Haircare,Hair Colour,Permanent Colour,HAIR CARE,0,0,1,1,D,0,12+ months ago,1,1/10/2017,"1, 2, 3, 20",4/6/2021,12.99,12.99,3.3,3.51,0.99270073,1,1,188,620.4,14,46.2,137,136,153,578,2028.78,1,2,10.825,21.65,1,2,51,150,260,578,383,919,684,2190,70.4331,266.1711,357.4986,1140.5972,1768.1614,4408.6355,2625.2166,7144.3483,4617.476,16839.2575,7.315,15.05,0.675750577,0.695150115,203.9336,721.6944,986.5908,2761.8981,1480.6364,4492.0493,2614.9762,10876.4481
2/8/2023,United Kingdom,36272,,,,BK MINTY FRESH BODYWASH 300ML,Beauty Kitchen Minty Fresh Organic Body Wash 300ml,https://AAA/shop/product/beauty-kitchen-minty-fresh-organic-body-wash-60036272?skuid=036272,300ML,Beauty Kitchen,2393,BEAUTY KITCHEN UK LIMITED,Beauty,Toiletries,Toiletries-Shower & Bath,Body Wash & Scrub,SPARE,1,1,0,0,E,0,12+ months ago,1,17/07/2019,,,8,8,3,,,,,0,0,,,0,0,5,14,,,,,,,,,,,1,,2,,21,,,,,,5.8,,12.467,,84.209,,,,,,,,3.55,,7.217,,30.209
2/8/2023,United Kingdom,10416,,,,ORGANIC MILLET GRAIN 500G,AAA Organic Millet Grain 500g,https://AAA/shop/product/AAA-organic-millet-grain-60010416?skuid=010416,500G,AAA,8218,H&B Internal Packaging,Food,Baking,Flours,Flours,BAKING & FOOD CUPBOARD,1,1,0,0,D,0,12+ months ago,1,9/11/2018,,,2.59,2.59,1.018571429,1.02,,,,6,6.48,,,0,0,1,2,2.04,,,,,,,,,,,,7,9,666,,,,,,,,1.98,18.49,1328.94,,,,,,,,,,-5.15,9.31,657.1
2/8/2023,United Kingdom,43257,,,,BSN PROTEIN FLAPJACKC&CREAM SINGLE,BSN Protein Flapjack Cookies & Cream 75g,https://AAA/shop/product/bsn-protein-flapjack-cookies-cream-60043257?skuid=043257,SINGLE,BSN,15064,GLANBIA NUTRITIONALS LTD,Food,Healthier Snacking,Active Snacking,Sports Bars,COUNTER IMPULSE,,,0,0,E,0,12+ months ago,0,24/03/2020,,,0.3,0.3,0.69,,,,,0,0,,,,,,,,,,,,,,,,,1,,1,,1,,,,,,0.37,,0.37,,0.37,,,,,,,,-0.32,,-0.32,,-0.32
2/8/2023,United Kingdom,20414,,,,*SC DRIFTWOOD PREPACK SINGLE,Scentchips Driftwood,https://AAA/shop/product/scentchips-driftwood-60020414?skuid=020414,SINGLE,Scentchips,12071,LIFE SOLUTIONS BVBA,Beauty,Aromatherapy,Aromatherapy-Home Fragrance,Aromatherapy-Home Fragrance,INTERNET ONLY,1,1,0,0,E,0,12+ months ago,0,20/10/2017,,,2.99,2.99,,,,,,0,0,,,0,0,1,2,2.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/8/2023,United Kingdom,62429,,,,PMS CASHEW PARMESAN150G 75G,Pimp My Salad Vegan Cashew Parmesan 150g,https://AAA/shop/product/pimpmysalad-cashew-parm-cheez-jar-60040679?skuid=062429,75G,Pimpmysalad,23198,WINDFALL LOGISTICS LTD.,Food,Food Cupboard,Condiments & Seasonings,Condiments & Seasonings,BAKING & FOOD CUPBOARD,0,0,1,1,D,1,6-11 months ago,1,19/08/2022,"1, 2, 3, 4, 5, 6, 20, 21, 22, 23, 24, 60, 62, 64, 65, 71, 74, 75",16/08/2022,5.49,5.49,2.88,2.88,1,1,0,2,5.76,15,43.2,300,300,385,1269,3654.72,4,10,13.98,40.76,4,10,33,202,203,1051,382,1744,572,2440,67.76,287.08,153.57,1032.22,840.6,4453.82,1478.98,7105.27,2276.26,10419.08,5.34,19.16,0.381974249,0.470068695,61.41,457.66,335.88,1698.38,587.62,2859.3,890.26,4347.9
2/8/2023,United Kingdom,1560,,,,VB SALAD BOWL QUINOA SINGLE,,,SINGLE,,23187,VBITES FOODS LIMITED,Food,Chilled Food,Chilled Convenience,Chilled Convenience,CHILLED FOODS,1,1,0,0,E,0,12+ months ago,1,6/9/2021,,,1,2.49,,,,,,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/8/2023,United Kingdom,64453,Runin,64453,86950,HB SOFT LERIDA FIGS420G 420G,AAA Soft Lerida Figs 420g,https://AAA/shop/product/AAA-soft-lerida-figs-420g-60006985?skuid=064453,420G,AAA,17104,WHITWORTHS LTD,Food,"Fruits, Nuts & Seeds",Fruit,Figs,DRIED FRUIT & NUTS,0,0,0,0,A,0,0-5 months ago,1,30/06/2023,"1, 2, 3, 4, 5, 6, 7, 8, 20, 21, 22, 23, 24, 25, 26, 27, 60, 62, 64, 65, 66, 67, 68",9/6/2023,5.79,5.79,2.47,,0.917597765,,1,14812,36585.64,1095,2704.65,716,657,443,2673,6602.31,,138,,578.865,,138,,1929,,1936,,1936,,1936,,3762.792,,8626.515,,8658.345,,8658.345,,8658.345,,238.005,,0.411158042,,3861.885,,3876.425,,3876.425,,3876.425
2/8/2023,United Kingdom,64461,Runin,64461,50520,HB TROPICAL MIX 210G 210G,AAA Tropical Trail Mix 210g,https://AAA/shop/product/AAA-tropical-trail-mix-210g-60050520?skuid=064461,210G,AAA,17104,WHITWORTHS LTD,Food,"Fruits, Nuts & Seeds",Seeds,Seeds-Other,Healthy Snacking,0,0,0,0,B,0,0-5 months ago,1,1/8/2023,"1, 2, 3, 4, 5, 6, 7, 8, 20, 21, 22, 23, 24, 25, 26, 27",1/8/2023,4.99,4.99,,,,,,1104,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
