date_availability_nk,country_name,sku,riro,runin,runout,as400_sku_description,sku_name,website_url,product_size,brand_name,supplier_number,supplier_name,category_fpna_l1_name,category_fpna_l2_name,category_fpna_l3_name,category_fpna_l4_name,,dc_fd,dc_d,listed_online,listed_online_ex_fdd,abcde_ranking,npd,npd_launch_date,has_distribution_code,min_date_trading,zones,min_zoning_date,rsp_retail,rsp_digital,unit_cost_retail,unit_cost_digital,isa_percent,da_percent,rwa_percent,retail_dc_soh,retail_dc_stock_val,digital_dc_soh,digital_dc_stock_val,stores_zoned,stores_available,stores_stocked,stores_soh,stores_stock_val,volume_digital,volume_retail,sales_amount_digital,sales_amount_retail,sales_units_1w_digital,sales_units_1w_retail,sales_units_4w_digital,sales_units_4w_retail,sales_units_16w_digital,sales_units_16w_retail,sales_units_26w_digital,sales_units_26w_retail,sales_units_52w_digital,sales_units_52w_retail,sales_1w_digital,sales_1w_retail,sales_4w_digital,sales_4w_retail,sales_16w_digital,sales_16w_retail,sales_26w_digital,sales_26w_retail,sales_52w_digital,sales_52w_retail,margin_digital,margin_retail,margin_rate_digital,margin_rate_retail,margin_4w_digital,margin_4w_retail,margin_16w_digital,margin_16w_retail,margin_26w_digital,margin_26w_retail,margin_52w_digital,margin_52w_retail
2/8/2023,United Kingdom,46171,,,,*MAGNITONE GOBARE MINI RECHAR SINGLE,Magnitone GoBare Mini Rechargeable Lady Shaver - Aqua,https://AAA/shop/product/magnitone-gobare-mini-rechargeable-lady-shaver-60046171?skuid=046171,SINGLE,Magnitone,8335,HSNF LTD,Beauty,Electricals,Beauty Tools,Beauty Tools,INTERNET ONLY,0,0,1,1,E,0,12+ months ago,1,27/09/2020,,,30,30,14.4,14.4,,1,,0,0,124,1785.6,0,0,5,5,72,,,,,,,16,1,152,2,158,2,246,7,,,258.0659,16.6666,2424.0926,37.3328,2547.8675,37.3328,4123.9334,136.0908,,,,,27.6659,2.2666,295.7726,8.5328,336.0275,8.5328,852.2534,52.5708
2/8/2023,United Kingdom,48720,,,,ON WHIPD BTS CRMELFB SINGLE,Optimum Nutrition Whipped Bites Salted Caramel 12 x 76g,https://AAA/shop/product/optimum-nutrition-whipped-bites-salted-caramel-60048719?skuid=048720,SINGLE,Optimum Nutrition,15064,GLANBIA NUTRITIONALS LTD,Food,Healthier Snacking,Active Snacking,Sports Bars,Healthy Snacking,1,1,0,0,E,0,12+ months ago,1,10/7/2018,,,6,25.39,,,,,,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/8/2023,United Kingdom,15932,,,,PHD DT WHEY MOCHA BR 65G,PhD Diet Whey Bar Dark Chocolate Mocha 65g,https://AAA/shop/product/phd-diet-whey-bar-dark-chocolate-mocha-60015932?skuid=015932,65G,PhD,16316,PHD Nutrition,Food,Healthier Snacking,Active Snacking,Sports Bars,Healthy Snacking,1,1,0,0,E,0,12+ months ago,1,1/10/2017,,,1.9,1.9,0.81,,,,,0,0,,,0,0,5,7,5.67,,,,,,,,1,,4,,113,,596,,,,0.292,,4.459,,138.901,,780.453,,,,,,-0.518,,1.219,,50.441,,339.133
2/8/2023,United Kingdom,62565,,,,VP COLLAGEN PEPTIDES10 SACHE 100G,Vital Proteins Collagen Peptides 10 Sachets,https://AAA/shop/product/vital-proteins-collagen-peptides-10-sachets-60062565?skuid=062565,100G,Vital Proteins,15295,NESTLE UK LTD,VHMS,Skin Hair & Nails,Collagen,Collagen,"SKIN, HAIR & NAILS",0,0,1,1,C,1,6-11 months ago,1,18/10/2022,"1, 2, 3, 20, 21, 40, 42, 95",14/07/2022,15.99,15.99,7,7.84,0.635135135,1,1,653,4571,333,2331,666,423,424,1303,10215.52,4,8,35.8582,102.558,4,8,43,740,518,2667,1007,4709,1280,7498,340.5744,1669.1379,380.5327,7896.6879,4580.7011,29437.3938,8940.5424,50430.9564,11408.7885,80802.4454,4.4982,46.558,0.12544411,0.453967511,119.8527,4146.3679,1531.8411,14296.6638,3323.5324,24564.9164,4161.4785,38084.3354
2/8/2023,United Kingdom,40584,,,,ORGANIC KIMCHI 350G 350G,Biona Organic Kimchi 350g,https://AAA/shop/product/biona-organic-kimchi-60040584?skuid=040584,350G,Biona,23149,WINDMILL ORGANICS LTD,Food,Food Cupboard,"Cooking Essentials - Tins, Jars & Sauces","Cooking Essentials - Tins, Jars & Sauces",BAKING & FOOD CUPBOARD,0,0,1,1,C,0,12+ months ago,1,21/12/2019,"1, 2, 3, 4, 5, 20, 21, 22, 23, 24",11/10/2021,4.89,4.89,2.614375,2.75,0.96875,1,1,627,1636.47,52,135.72,320,310,401,1301,3577.75,4,32,18.16,138.79,4,32,104,987,540,3680,944,6132,1660,10685,132.76,1234.12,432,4681.17,2048.13,16355.82,3438.76,26310.23,5826.34,44617.21,7.16,55.13,0.394273128,0.39721882,146,2279.89,643.87,7861.48,1125.5,12298.64,1902.08,20361.37
2/8/2023,United Kingdom,50097,,,,UNISEX FLEECE - SIZEM HBF1,,,HBF1,,21028,uniforms,Misc,Misc,Miscellaneous,Miscellaneous,UNIFORMS,0,0,0,0,E,,0-5 months ago,1,,,,0.01,0.01,,,,,,0,0,,,0,0,22,51,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/8/2023,United Kingdom,21483,,,,#NAME?,Childs Farm Bath Time Brush Pink,https://AAA/shop/product/childs-farm-bath-time-brush-pink-60021483?skuid=021483,SINGLE,Childs Farm,3482,CHILDS FARM,Beauty,Toiletries,Baby & Child,Toiletries,TOILETRIES,1,1,0,0,E,0,12+ months ago,1,5/10/2017,,,0.5,0.5,,,,,,0,0,,,0,0,1,1,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/8/2023,United Kingdom,50099,,,,UNISEX FLEECE - SIZEXL HBF1,,,HBF1,,21028,uniforms,Misc,Misc,Miscellaneous,Miscellaneous,UNIFORMS,0,0,0,0,E,,0-5 months ago,1,,,,0.01,0.01,,,,,,0,0,,,0,0,21,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/8/2023,United Kingdom,49906,,,,*PROCEIVEÂ® PREGNANCYTRI 2 60,PROCEIVEÂ® Pregnancy Trimester 2 60 Capsules,https://AAA/shop/product/proceive-pregnancy-trimester-2-capsules-60049906?skuid=049906,60,Proceive,17020,OCEAN HEALTHCARE LTD,VHMS,Pregnancy and Fertility,Pregnancy and Fertility,Pregnancy,INTERNET ONLY,0,0,1,1,D,0,12+ months ago,1,16/02/2021,,,20,20,6.65,6.65,,1,,1056,7022.4,152,1010.8,0,0,11,17,113.05,9,3,144.5748,50.0003,9,3,225,20,517,54,1199,86,2696,117,724.9154,79.2833,2503.1201,254.316,6172.6047,657.7469,12468.4508,1011.9717,28962.4749,1397.0195,84.7248,30.0503,0.58602744,0.601002394,1365.9701,149.5785,3430.5437,368.6714,6328.6388,564.1502,14830.7594,772.1715
2/8/2023,United Kingdom,36665,,,,BIONA ORG JACKFRUIT 400G,Biona Jackfruit Young Tender Pieces 400g,https://AAA/shop/product/biona-jackfruit-young-tender-pieces-60036665?skuid=036665,400G,Biona,23149,WINDMILL ORGANICS LTD,Food,Food Cupboard,"Cooking Essentials - Tins, Jars & Sauces","Cooking Essentials - Tins, Jars & Sauces",BAKING & FOOD CUPBOARD,1,1,0,0,D,0,12+ months ago,1,17/07/2019,,,0.3,0.3,1.5,1.260964912,,,,1,1.5,,,0,0,53,195,292.5,,27,,6.72,,27,,203,684,619,904,1328,1345,3014,,24.57,,142.69,1059.23,818.97,1527.62,1960.35,2566.08,5665.51,,-33.78,,-5.026785714,,-161.81,33.23,-109.53,171.62,-31.65,548.58,1144.51
2/8/2023,United Kingdom,51956,,,,*LOVE OUD&VETIVER EAU DE 30ML 30ML,LOVE organic fragrance Oud & Vetiver Eau De Parfum 30ml,https://AAA/shop/product/love-organic-fragrance-oud-vetiver-eau-de-parfum-30ml-60051956?skuid=051956,30ML,LOVE Organic,3535,CORINCRAFT LTD,Beauty,Aromatherapy,Aromatherapy-Home Fragrance,Fragrance,INTERNET ONLY,1,1,0,0,E,0,12+ months ago,0,6/8/2021,,,35,35,12.4,12.4,,,,0,0,,,0,0,3,3,37.2,,,,,,,,,,,9,1,51,1,,,,,,,198.8664,-0.001,1157.0484,-52.502,,,,,,,,,87.2664,-12.401,524.6484,-64.902
2/8/2023,United Kingdom,49861,Runin,49861,34512,H&B ULTRA MAN 30CAPS,AAA Ultra Man 30 Tablets,https://AAA/shop/product/AAA-ultra-man-multivitamin-tablets-60031489?skuid=049861,30CAPS,AAA,7151,H&B INTERNAL PACKAGING,VHMS,Multivitamins & CLO,MultiVits,MultiVits,HEALTH & WELLBEING,0,0,1,1,A,0,12+ months ago,1,29/12/2021,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 40, 95",3/2/2022,6.99,6.99,1.07,1.06,0.962395543,1,1,6408,6856.56,367,392.69,718,691,689,3100,3286,13,45,52.083,204.704,13,45,880,2761,3996,9738,6539,16205,11632,34686,816.913,3399.834,3669.5006,12831.1859,16648.6249,43801.5651,25695.6553,70200.9452,41984.0001,131672.1089,38.303,156.554,0.735422307,0.76478232,2736.7006,9894.1759,12480.0849,33494.2451,18893.9753,53294.3552,30043.4301,96274.3189
2/8/2023,United Kingdom,49880,Runin,49880,33013,H&B ROYAL JELLY 100MG 90CAPS,AAA Royal Jelly 100mg 90 Capsules,https://AAA/shop/product/AAA-royal-jelly-100mg-capsules-60033013?skuid=049880,90CAPS,AAA,7151,H&B INTERNAL PACKAGING,VHMS,"Cold, Flu & Immunity",Prevent,Immunity Herbals,"COLD, FLU & IMMUNITY",0,0,1,1,C,0,12+ months ago,1,22/11/2021,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 31, 40, 41, 43, 45, 46, 47, 48, 49, 95",18/11/2021,12.49,12.49,1.83,1.84,0.998607242,1,1,3821,6992.43,476,871.08,718,717,717,3293,6059.12,4,24,25.9332,202.907,4,24,91,491,334,1942,540,3221,1344,6774,284.9077,1032.215,598.1483,4012.999,2007.7358,14337.8436,2969.5579,21897.9035,6731.1161,41695.674,18.5732,158.987,0.716193914,0.783546157,431.2183,3112.969,1395.5958,10784.5236,1979.8379,16018.8535,4269.2361,29381.014
2/8/2023,United Kingdom,18881,,,,H&B ULTRA SOYA LECTHVN 1200MG 100,AAA Ultra Soya Lecithin 1200mg 100 Softgel Capsules,https://AAA/shop/product/AAA-ultra-soya-lecithin-capsules-1200mg-60018883?skuid=018881,100,AAA,7151,H&B INTERNAL PACKAGING,VHMS,"Heart, Vision & Brain Health",Heart,Lecithin,"HEART, VISION & BRAIN",1,1,0,0,E,0,12+ months ago,1,16/04/2018,,,5.5,5.5,4.06,,,,,0,0,,,0,0,1,7,28.35,,,,,,,,,,,,1,,-3,,,,,,,,5.75,,-28.807,,,,,,,,,,1.69,,-16.627
2/8/2023,United Kingdom,94435,,,,DEAD SEA MAGIK EXFOLIANT 75ML,Dead Sea Spa Magik Mild Exfoliant 75ml,https://AAA/shop/product/dead-sea-spa-magik-mild-exfoliant-60094435?skuid=094435,75ML,Sea Magik,11023,KENT COSMETICS LTD,Beauty,Skincare,Skincare-Facial Skincare,Facial Skincare,SKIN CARE,1,1,0,0,E,0,12+ months ago,1,1/10/2017,,,1,7.99,2.13,,,,,0,0,,,0,0,1,1,2.66,,,,,,,,,,,,1,,1,,,,,,,,0.417,,0.417,,,,,,,,,,-1.713,,-1.713
2/8/2023,United Kingdom,54664,,,,HOOY PARF-OL CHRISTMAS 10ML,,,10ML,Jacob Hooy,90520,Jacob Hooy,Misc,Misc,Miscellaneous,Miscellaneous,POWERFOOD,,,0,0,E,,0-5 months ago,0,,,,0,0,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/8/2023,United Kingdom,3031,,,,HNZ MANUKA 6+ CHINAONLY 500,,,500,,8258,Honey New Zealand Europe,Food,FNSS & Honey,Honeys,Honeys,HONEY & SPREADS,1,1,0,0,E,,0-5 months ago,1,,,,0.1,0.1,,,,,,0,0,,,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/8/2023,United Kingdom,40020,,,,*SO ECO BACK STRAP SINGLE,So Eco - Exfoliating Back Strap,https://AAA/shop/product/so-eco-exfoliating-back-strap-60040020?skuid=040020,SINGLE,So Eco,19478,INVOGUE LIMITED,Beauty,Toiletries,Beauty Accessories,Bath Accessories,TOILETRIES,0,0,1,1,E,0,12+ months ago,1,20/12/2019,,,6,6,1.85,1.85,,1,,0,0,38,70.3,0,0,6,6,11.1,,,,,,,2,,45,-1,69,-1,126,2,4.5,,9.5,,190.6246,-5,304.3829,-5,557.5738,8.125,,,,,5.8,,107.3746,-3.15,176.7329,-3.15,324.4738,4.425
2/8/2023,United Kingdom,60065,,,,RUDE HEALTH LOW SUGAR MUESLI SINGLE,Rude Health Low Sugar Muesli 366g,https://AAA/shop/product/rude-health-low-sugar-muesli-60060065?skuid=060065,SINGLE,Rude Health,18206,RUDE HEALTH,Food,Breakfast & Spreads,Cereals,Muesli,"SUPERFOODS, SEEDS & CEREALS",1,1,0,0,D,0,12+ months ago,1,21/11/2021,,,1.5,1.5,1.77,1.77,,,,0,0,,,0,0,7,19,33.63,,,,,,,,5,,120,,378,182,6634,,,,0.75,,124.73,,473.89,350.2887,8181.678,,,,,,-8.1,,-87.67,,-184.55,64.8762,-3111.5345
2/8/2023,United Kingdom,51816,,,,*VITACOCO COCONT NOURISH COND 400ML,Vita Coco Coconut Nourish Conditioner 400ml,https://AAA/shop/product/vita-coco-coconut-nourish-conditioner-400ml-60051816?skuid=051816,400ML,Vita Coco,1302,ALL MARKET EUROPE LTD,Beauty,Haircare,Haircare,Shampoo/Conditioner,INTERNET ONLY,,,1,1,E,0,12+ months ago,0,8/7/2021,,,9.99,9.99,,3.58,,1,,,,123,440.34,,,,,,1,,7.075,,1,,3,,11,,16,,30,,7.075,,20.8249,,77.2081,,113.5329,,184.2492,,3.495,,0.493992933,,10.0849,,37.8281,,56.2529,,84.0092,
2/8/2023,United Kingdom,64347,,,,*T&L RDCD SUG MPL ALM BLLS 88G 88G,Tom & Luke Reduced Sugar Snackaballs Maple Almond 88g,,88G,Tom & Luke,23198,WINDFALL LOGISTICS LTD.,Food,Healthier Snacking,Sweet Snacking,Naked Products,Healthy Snacking,0,0,1,1,C,1,0-5 months ago,1,30/06/2023,"1, 2, 3, 4, 20, 21, 22, 23",1/8/2023,4.99,4.99,2.08,2.08,,1,,13,27.04,152,316.16,0,0,74,267,555.36,3,1,6.9916,3.52,3,1,11,61,16,61,16,61,16,61,13.8582,67.34,35.0746,246.757,46.7245,246.757,46.7245,246.757,46.7245,246.757,2.3116,1.96,0.330625322,0.556818182,13.7546,120.397,15.0045,120.397,15.0045,120.397,15.0045,120.397
2/8/2023,United Kingdom,60168,,,,*NBOUNT ADULT MULTIVIT GUMM 6 60,Nature's BountyÂ® Vegan Adult Multivitamin 60 Gummies,https://AAA/shop/product/nature-s-bounty-vegan-adult-multivitamin-60-gummies-60060168?skuid=060168,60,Nature's Bounty,15320,NESTLE (SOLGAR),VHMS,Multivitamins & CLO,MultiVits,MultiVits,INTERNET ONLY,,,1,1,E,0,12+ months ago,0,31/03/2022,,,17.49,17.49,6.55,6.55,,1,,120,786,91,596.05,,,,,,3,,34.2416,,3,,33,,176,3,299,6,584,10,110.0997,,341.624,,1703.6124,36.567,2878.4765,61.3333,5490.5135,110.5086,14.5916,,0.426136629,,174.674,,639.3724,18.557,1208.6665,28.5933,2262.38,54.8486
2/8/2023,United Kingdom,18981,Runout,60269,18981,*NG FENUGREEK VN 610MG 100,Natureâ€™s Garden Fenugreek 100 Capsules,https://AAA/shop/product/natures-garden-fenugreek-610mg-100-capsules-60018981?skuid=018981,100,AAA,7151,H&B INTERNAL PACKAGING,VHMS,Menopause & Hormone Support,Menopause & Hormone Support,Hormone Support,ADULT HEALTH,1,0,0,0,A,0,12+ months ago,1,31/07/2018,,,5,5,1.43,1.43,,,,813,1162.59,,,0,0,336,1424,2036.32,,20,,48.906,,20,,955,,2970,,3519,2880,11183,,506.961,,2463.486,,10748.546,,13275.286,19204.8995,62261.3104,,20.306,,0.415204678,,1097.836,,6501.446,,8246.796,15086.4995,46613.6304
2/8/2023,United Kingdom,13085,,,,YOGI TEA THROAT CONF SINGLE,Yogi Tea Throat Comfort Organic 17 Tea Bags,https://AAA/shop/product/yogi-tea-throat-comfort-organic-60013085?skuid=013085,SINGLE,Yogi Tea,5129,Euro Food Brands Ltd,Food,"Teas, Hot Beverages & Milks",Teas,Teas-Other,"TEAS, HOT DRINKS & MILKS",0,0,1,1,B,0,12+ months ago,1,1/10/2017,"1, 2, 3, 4, 5, 6, 7, 8, 9, 20, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 37, 39, 42, 43, 44, 45, 46, 47, 48",20/07/2021,3,3,1.250465116,1.26,0.817518248,1,0,0,0,121,151.25,685,560,568,3359,4232.34,1,43,2.65,119.27,1,43,164,1610,817,6923,1268,11924,3483,30047,40.78,945.58,360.96,3864.469,1742.48,17076.415,2869.5,31265.654,7327.9811,74131.8528,1.39,65.5,0.524528302,0.549174143,205.665,2347.964,917.065,9976.515,1555.495,18027.484,3827.2761,42549.8478
2/8/2023,United Kingdom,47578,,,,BOUNCE PEANUT COCOAFB BOX,Bounce Peanut Butter Filled Cocoa Protein Ball 12 x 35g,https://AAA/shop/product/bounce-peanut-butter-filled-cocoa-protein-ball-60046241?skuid=047578,BOX,Bounce,23155,9BRAND FOODS LIMITED,Food,Healthier Snacking,Active Snacking,Natural Energy Bars,Healthy Snacking,1,1,1,0,E,0,12+ months ago,1,28/11/2020,,,19.99,19.99,9.96,,,,,0,0,0,0,0,0,16,16,159.36,,,,,,,,,,,,,,-3,,,,,,,,,,-34.983,,,,,,,,,,,,-5.103
2/8/2023,United Kingdom,65680,,,,AROMA HOME ENERGISEREED DIFF 100ML,Aroma Home Energise Reed Diffuser 100ml,,100ML,Aroma Home,23106,UPPER CANADA UK LTD,Beauty,Aromatherapy,Aromatherapy-Home Fragrance,Aromatherapy-Home Fragrance,AROMATHERAPY,0,0,1,1,C,1,0-5 months ago,1,24/07/2023,"1, 20",24/07/2023,24.99,24.99,,,,1,,94,0,89,0,0,0,44,174,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/8/2023,United Kingdom,64492,Runin,64492,86948,HB ORG BRAZIL NUTS 100G 100G,AAA Organic Brazil Nuts 100g,https://AAA/shop/product/AAA-organic-brazil-nuts-100g-60086948?skuid=064492,100G,AAA,17104,WHITWORTHS LTD,Food,"Fruits, Nuts & Seeds",Nuts,Brazils,DRIED FRUIT & NUTS,0,0,1,1,B,0,0-5 months ago,1,22/06/2023,"1, 2, 3, 4, 5, 6, 7, 8, 20, 21, 22, 23, 24, 25, 26, 27",9/6/2023,1.99,1.99,0.86,0.86,0.894187779,1,1,4509,3877.74,374,321.64,671,600,282,1292,1111.12,49,100,65.1,147.37,49,100,650,1806,650,2025,650,2025,650,2025,305.22,1081.77,848.93,2819.6,848.93,3144.39,848.93,3144.39,848.93,3144.39,22.96,61.37,0.352688172,0.416434824,289.93,1266.44,289.93,1402.89,289.93,1402.89,289.93,1402.89
2/8/2023,United Kingdom,45915,,,,H&B A&C BODY LOTION 200ML,AAA Aloe and Cucumber Moisturising Body Lotion,https://AAA/shop/product/AAA-aloe-and-cucumber-moisturising-body-lotion-60045915?skuid=045915,200ML,AAA,5178,EXPAC(PRESTON)LIMITED,Beauty,Skincare,Skincare-Facial Skincare,Facial Skincare,SKIN CARE,1,1,0,0,D,0,12+ months ago,1,9/7/2021,,,3.99,3.99,1.36,1.3,,,,0,0,,,0,0,328,822,1068.6,,8,,23.383,,8,,176,5,1365,78,2520,167,3956,,106.958,,527.7,15.3082,3764.102,165.5488,6923.161,373.9302,12367.176,,12.503,,0.5347047,,280.19,8.8082,1832.022,64.1488,3366.531,156.8302,6655.936
2/8/2023,United Kingdom,38490,,,,EC NATURAL DEO STICKROSE 60G,Earth Conscious Natural Deodorant Stick - Jasmine & Rose 60g,https://AAA/shop/product/earth-conscious-natural-deodorant-stick-jasmine-rose-60038490?skuid=038490,60G,Earth Conscious,5171,EARTH CONSCIOUS LTD,Beauty,Toiletries,Deodorant,Deodorant,TOILETRIES,1,1,0,0,E,0,12+ months ago,1,29/11/2019,,,3.5,3.5,2.86,,,,,0,0,,,0,0,1,1,2.86,,,,,,,,,,,,,,9,,,,,,,,,,47.839,,,,,,,,,,,,22.099
2/8/2023,United Kingdom,515,,,,LEAN PROTEIN SHAKE CARAMEL 330ML,Nutramino Lean Protein Shake Caramel 330ml,https://AAA/shop/product/nutramino-lean-protein-shake-caramel-60000515?skuid=000515,330ML,Nutramino,15064,GLANBIA NUTRITIONALS LTD,Food,Protein Powders,Protein Powders,Lean Protein,INTERNET ONLY,1,1,0,0,E,0,12+ months ago,1,1/10/2017,,,1,2.59,,,,,,0,0,,,0,0,1,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/8/2023,United Kingdom,45128,,,,*MCHECKS CORTISOL TEST SINGLE,Medichecks Stress Cortisol Saliva Tests (4),https://AAA/shop/product/medichecks-stress-cortisol-saliva-tests-4-60045128?skuid=045128,SINGLE,Medichecks,13426,MEDICHECKS.COM LTD,VHMS,Wellness,Wellness,Wellness,Diagnostics,1,1,0,0,E,0,12+ months ago,1,7/8/2020,,,79,79,,,,,,0,0,,,0,0,2,2,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/8/2023,United Kingdom,91006,,,,PLAIN CHOCOLATE GINGER 250,AAA Plain Chocolate Ginger 250g,https://AAA/shop/product/AAA-plain-chocolate-ginger-60091006?skuid=091006,250,AAA,8218,H&B Internal Packaging,Food,Healthier Snacking,Sweet Snacking,Sweet Snacking-Coated Products,Healthy Snacking,1,0,1,0,A,0,12+ months ago,1,1/10/2017,,,0.34,0.34,1.08143617,1.5,,,,33,35.31,62,66.34,0,0,487,4923,7384.5,312,1504,89.0734,328.203,312,1504,1018,9126,3251,29211,5489,51051,12166,101719,533.904,3964.0228,1471.7719,17085.5503,5468.2677,59367.0302,9598.2011,106001.8221,19465.5894,195945.982,-378.9266,-1298.277,-4.254093815,-3.955713385,-50.2481,7202.8803,1584.5277,27786.3902,3340.5811,48649.9021,5738.3394,77745.892
2/8/2023,United Kingdom,62814,,,,3D BODY SCAN SINGLE,,,SINGLE,,99999,DE TUINEN,Misc,Miscellaneous-Other,Miscellaneous-Other,Miscellaneous-Other,Diagnostics,0,0,0,0,E,0,12+ months ago,1,28/07/2022,,,20,20,0.00E+00,,,,,0,0,,,0,0,0,0,,,3,,58.75,,3,,29,,91,,117,,182,,192.86,,543.06,,1370.54,,1861.54,,2994.67,,58.75,,1,,543.06,,1370.54,,1861.54,,2994.67
2/8/2023,United Kingdom,46553,,,,PUREIS PURE CBD 280MG MINT 10ML,PureisÂ® Ultra Pure CBD Fast Absorbing Oil 280mg Spearmint Oral Spray 10ml,https://AAA/shop/product/pureis-ultra-pure-cbd-fast-absorbing-oil-280mg-spearmint-oral-spray-60046553?skuid=046553,10ML,Pureis,3531,CHANELLE MCCOY HEALTH,VHMS,CBD,Full Spectrum,Spray - Full Spectrum,CBD,1,1,0,0,E,0,12+ months ago,1,2/12/2020,,,34,34,12.75,12.75,,,,0,0,,,0,0,23,55,701.25,,,,,,,,,,3,,115,7,1370,,,,,,8.216,,1112.435,148.058,19328.803,,,,,,,,-30.034,,-381.605,58.808,-3234.257
2/8/2023,United Kingdom,39333,,,,*LL CORRECTOR PEEPO SINGLE,Lily Lolo Corrector - Peepo 4g,https://AAA/shop/product/lily-lolo-corrector-peepo-60039333?skuid=039333,SINGLE,Lily Lolo,2450,LILY LOLO,Beauty,Cosmetics,Cosmetics,Face,MAKEUP,1,1,0,0,E,0,12+ months ago,1,27/01/2020,,,4.5,4.5,3.75,3.75,,,,0,0,,,0,0,1,1,3.75,,,,,,,,,,,,,19,1,,,,,,,,,116.7081,5,,,,,,,,,,,45.4581,1.25
2/8/2023,United Kingdom,47599,,,,*PANDA CHOCO & LAKRITS 120G 120G,Panda Choco & Lakrits 120g,https://AAA/shop/product/panda-choco-lakrits-60047599?skuid=047599,120G,Panda,3380,Bravura Foods Limited,Food,Healthier Snacking,Confectionery,Liquorice,INTERNET ONLY,1,1,0,0,E,0,12+ months ago,0,6/2/2021,,,3.09,3.09,1.07,1.07,,,,0,0,,,0,0,1,2,2.14,,,,,,,,,,,,,1053,14,,,,,,,,,1863.8534,28.2082,,,,,,,,,,,931.2884,14.5432
2/8/2023,United Kingdom,33846,,,,CACAO ORANGE VGN BAL 35G,Missfits Wonderballs Cacao Orange 35g,https://AAA/shop/product/missfits-wonderballs-cacao-orange-60033846?skuid=033846,35G,Misfits,13392,MISSFITS NUTRITION LTD,Food,Healthier Snacking,Active Snacking,Sports Bars,Healthy Snacking,1,1,0,0,E,0,12+ months ago,1,7/4/2019,,,0.3,0.3,,,,,,0,0,,,0,0,1,6,4.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/8/2023,United Kingdom,52388,,,,VOGEL SYMPHYTUM CREAM 30 30G,,,30G,A.Vogel,99999,DE TUINEN,Misc,Misc,Miscellaneous,Miscellaneous,VMS MAN VROUW HUID HAAR,,,0,0,E,,0-5 months ago,0,,,,0,0,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/8/2023,United Kingdom,48310,,,,*ABENA MAN FORMULA 1 15,Abena Man Formula 1 15 Pack,https://AAA/shop/product/abena-man-formula-1-15-pack-60048310?skuid=048310,15,Abena,25064,ABENA UK,Beauty,Toiletries,Incontinence,Incontinence,INTERNET ONLY,,,1,1,E,0,12+ months ago,0,4/7/2021,,,4.89,4.89,1.93,0.965,,0,,,,0,0,,,,,,,,,,,,,,30,,79,1,140,1,,,,,109.6916,,268.9081,4.075,515.858,4.075,,,,,,,51.7916,,116.4381,2.145,245.658,2.145
2/8/2023,United Kingdom,80170,,,,VISIONACE NEW FORMULA 30,Vitabiotics Visionace 30 Tablets,https://AAA/shop/product/vitabiotics-visionace-tablets-60080170?skuid=080170,30,Vitabiotics,22053,VITABIOTICS,VHMS,"Heart, Vision & Brain Health",Vision,Vision Support,"HEART, VISION & BRAIN",0,0,1,1,C,0,12+ months ago,1,1/10/2017,"1, 2, 3, 4, 5, 6, 7, 20, 21, 22, 23",22/03/2021,7.39,7.39,2.36,2.36,0.990196078,1,1,1252,2954.72,245,578.2,102,101,116,689,1626.04,9,7,39.2415,38.402,9,7,415,594,1613,2380,3099,4034,5599,8644,633.2647,649.9289,1603.5282,2719.2901,6111.4972,11017.5883,11597.3705,18437.1092,21746.5297,40249.9737,18.0015,21.882,0.458736287,0.569814072,834.9234,1621.3005,3043.1196,6318.7631,5793.5641,10688.7708,11012.3173,23703.5553
